1012, 1225, 2512, 1210, 1045, 4510
1012, 1225, 2512, 1247, 4720, 2010
1012, 1225, 2512, 1281, 8145, 4510
1012, 1225, 2512, 1281, 8177, 7710
1012, 1225, 2526, 2640, 4030, 3010
1012, 1225, 2530, 3010, 1045, 4510
1012, 1225, 2543, 4347, 4720, 2010
1012, 1225, 2586, 8640, 4030, 3010
1012, 1225, 2589, 8910, 1045, 4510
